500

9.674527	3.019729	0.578785	0.500000
0.150396	8.006110	1.403508	0.500000
9.690450	4.887877	2.610709	0.500000
1.001356	0.319029	0.560741	0.500000
0.196749	2.791116	0.622948	0.500000
0.649345	10.768011	4.320354	0.500000
1.895373	9.979273	2.875621	0.500000
10.931479	3.989686	0.590517	0.500000
4.865538	9.519693	0.543591	0.500000
7.260648	3.617493	2.477217	0.500000
2.072266	2.416326	0.658201	0.500000
1.609769	5.838026	3.720196	0.500000
2.013802	0.305101	0.573061	0.500000
4.868010	10.088193	3.307348	0.500000
9.139660	9.491352	4.485660	0.500000
4.645220	2.358439	4.499446	0.500000
3.726623	1.609199	2.188273	0.500000
5.748790	2.642657	3.584401	0.500000
0.537249	9.938457	1.630130	0.500000
7.341094	6.421151	0.583372	0.500000
6.014567	2.692289	1.292217	0.500000
7.446342	2.323866	1.746822	0.500000
5.224347	10.263645	2.301840	0.500000
4.756187	8.790246	1.347651	0.500000
9.248683	9.335239	2.070204	0.500000
8.663379	10.074724	1.679367	0.500000
7.756630	2.636233	4.361018	0.500000
11.326611	1.242455	1.805345	0.500000
0.491765	3.828662	0.559404	0.500000
7.237915	10.052785	0.528686	0.500000
7.056790	0.259653	1.509670	0.500000
2.713942	3.497921	4.363037	0.500000
7.947256	3.488217	3.703551	0.500000
1.824054	5.522852	0.507909	0.500000
6.454934	7.010532	3.402335	0.500000
7.184552	7.288152	1.116015	0.500000
1.204652	2.401634	2.892903	0.500000
1.897019	9.966268	0.537467	0.500000
8.685003	3.128891	4.406806	0.500000
11.256378	11.178288	3.507541	0.500000
3.340142	3.909301	2.179298	0.500000
9.719249	1.573368	2.331892	0.500000
6.379846	6.872663	0.580705	0.500000
7.015404	5.007817	4.343530	0.500000
11.134815	8.395742	4.284182	0.500000
0.210462	10.364362	0.580403	0.500000
2.504867	9.704233	4.466816	0.500000
7.803237	0.184111	2.228458	0.500000
6.967310	3.098133	3.299876	0.500000
8.530934	9.640745	2.754343	0.500000
5.048290	4.781329	2.227236	0.500000
8.707992	9.737226	0.570837	0.500000
1.876379	9.782957	1.697437	0.500000
11.158435	8.888631	3.150563	0.500000
5.021509	2.423623	1.856354	0.500000
8.529424	0.791982	0.546289	0.500000
