100
0.000000 10.284820
0.000000 10.284820
0.000000 1.100000
0.000000 0.000000 0.550000 0.500000
1.028482 0.000000 0.550000 0.500000
2.056964 0.000000 0.550000 0.500000
3.085446 0.000000 0.550000 0.500000
4.113928 0.000000 0.550000 0.500000
5.142410 0.000000 0.550000 0.500000
6.170892 0.000000 0.550000 0.500000
7.199374 0.000000 0.550000 0.500000
8.227856 0.000000 0.550000 0.500000
9.256338 0.000000 0.550000 0.500000
0.000000 1.028482 0.550000 0.500000
1.028482 1.028482 0.550000 0.500000
2.056964 1.028482 0.550000 0.500000
3.085446 1.028482 0.550000 0.500000
4.113928 1.028482 0.550000 0.500000
5.142410 1.028482 0.550000 0.500000
6.170892 1.028482 0.550000 0.500000
7.199374 1.028482 0.550000 0.500000
8.227856 1.028482 0.550000 0.500000
9.256338 1.028482 0.550000 0.500000
0.000000 2.056964 0.550000 0.500000
1.028482 2.056964 0.550000 0.500000
2.056964 2.056964 0.550000 0.500000
3.085446 2.056964 0.550000 0.500000
4.113928 2.056964 0.550000 0.500000
5.142410 2.056964 0.550000 0.500000
6.170892 2.056964 0.550000 0.500000
7.199374 2.056964 0.550000 0.500000
8.227856 2.056964 0.550000 0.500000
9.256338 2.056964 0.550000 0.500000
0.000000 3.085446 0.550000 0.500000
1.028482 3.085446 0.550000 0.500000
2.056964 3.085446 0.550000 0.500000
3.085446 3.085446 0.550000 0.500000
4.113928 3.085446 0.550000 0.500000
5.142410 3.085446 0.550000 0.500000
6.170892 3.085446 0.550000 0.500000
7.199374 3.085446 0.550000 0.500000
8.227856 3.085446 0.550000 0.500000
9.256338 3.085446 0.550000 0.500000
0.000000 4.113928 0.550000 0.500000
1.028482 4.113928 0.550000 0.500000
2.056964 4.113928 0.550000 0.500000
3.085446 4.113928 0.550000 0.500000
4.113928 4.113928 0.550000 0.500000
5.142410 4.113928 0.550000 0.500000
6.170892 4.113928 0.550000 0.500000
7.199374 4.113928 0.550000 0.500000
8.227856 4.113928 0.550000 0.500000
9.256338 4.113928 0.550000 0.500000
0.000000 5.142410 0.550000 0.500000
1.028482 5.142410 0.550000 0.500000
2.056964 5.142410 0.550000 0.500000
3.085446 5.142410 0.550000 0.500000
4.113928 5.142410 0.550000 0.500000
5.142410 5.142410 0.550000 0.500000
6.170892 5.142410 0.550000 0.500000
7.199374 5.142410 0.550000 0.500000
8.227856 5.142410 0.550000 0.500000
9.256338 5.142410 0.550000 0.500000
0.000000 6.170892 0.550000 0.500000
1.028482 6.170892 0.550000 0.500000
2.056964 6.170892 0.550000 0.500000
3.085446 6.170892 0.550000 0.500000
4.113928 6.170892 0.550000 0.500000
5.142410 6.170892 0.550000 0.500000
6.170892 6.170892 0.550000 0.500000
7.199374 6.170892 0.550000 0.500000
8.227856 6.170892 0.550000 0.500000
9.256338 6.170892 0.550000 0.500000
0.000000 7.199374 0.550000 0.500000
1.028482 7.199374 0.550000 0.500000
2.056964 7.199374 0.550000 0.500000
3.085446 7.199374 0.550000 0.500000
4.113928 7.199374 0.550000 0.500000
5.142410 7.199374 0.550000 0.500000
6.170892 7.199374 0.550000 0.500000
7.199374 7.199374 0.550000 0.500000
8.227856 7.199374 0.550000 0.500000
9.256338 7.199374 0.550000 0.500000
0.000000 8.227856 0.550000 0.500000
1.028482 8.227856 0.550000 0.500000
2.056964 8.227856 0.550000 0.500000
3.085446 8.227856 0.550000 0.500000
4.113928 8.227856 0.550000 0.500000
5.142410 8.227856 0.550000 0.500000
6.170892 8.227856 0.550000 0.500000
7.199374 8.227856 0.550000 0.500000
8.227856 8.227856 0.550000 0.500000
9.256338 8.227856 0.550000 0.500000
0.000000 9.256338 0.550000 0.500000
1.028482 9.256338 0.550000 0.500000
2.056964 9.256338 0.550000 0.500000
3.085446 9.256338 0.550000 0.500000
4.113928 9.256338 0.550000 0.500000
5.142410 9.256338 0.550000 0.500000
6.170892 9.256338 0.550000 0.500000
7.199374 9.256338 0.550000 0.500000
8.227856 9.256338 0.550000 0.500000
9.256338 9.256338 0.550000 0.500000
