100

9.960921	10.433113	0.577247	0.500000
12.107436	10.743753	0.551359	0.500000
2.551265	10.060071	0.556202	0.500000
1.617639	5.818447	0.513568	0.500000
10.308807	9.051383	0.519741	0.500000
1.617026	1.797615	0.552204	0.500000
9.300388	0.049344	0.559908	0.500000
4.719369	2.543250	0.564706	0.500000
1.872309	6.881530	0.537333	0.500000
8.372180	9.488377	0.506886	0.500000
1.143141	4.438279	0.598979	0.500000
1.101786	0.645896	0.560218	0.500000
11.042190	9.980909	0.516023	0.500000
3.303561	5.812666	0.512147	0.500000
4.915210	9.666471	0.544062	0.500000
12.260731	6.528307	0.594381	0.500000
2.385256	2.451575	0.520689	0.500000
6.655182	10.463727	0.585752	0.500000
4.918872	8.561827	0.542030	0.500000
6.120027	6.105569	0.581526	0.500000
8.473969	11.843848	0.507967	0.500000
12.531443	0.799095	0.549941	0.500000
2.563177	0.429163	0.566103	0.500000
6.602309	11.561897	0.530029	0.500000
3.917682	10.737949	0.519524	0.500000
9.305239	3.180822	0.569373	0.500000
4.527831	4.144502	0.514544	0.500000
9.989043	5.415398	0.536482	0.500000
3.223721	4.325382	0.543038	0.500000
4.016026	11.761226	0.521827	0.500000
5.693764	3.922206	0.553620	0.500000
5.704899	5.143326	0.510064	0.500000
5.684575	1.664135	0.534906	0.500000
6.610997	2.066975	0.566684	0.500000
7.779682	12.585871	0.567559	0.500000
7.747983	10.592734	0.589044	0.500000
9.682514	11.577537	0.509151	0.500000
9.594156	6.514894	0.573309	0.500000
10.559238	7.826024	0.553994	0.500000
8.213220	8.170551	0.511676	0.500000
8.121027	6.190873	0.550236	0.500000
7.461892	1.422287	0.587490	0.500000
3.683288	8.100742	0.500091	0.500000
7.146161	9.375377	0.518419	0.500000
8.510435	0.800621	0.504446	0.500000
11.789308	12.063809	0.568228	0.500000
9.000684	5.679711	0.562968	0.500000
11.567196	7.556368	0.550866	0.500000
12.221176	5.227398	0.504974	0.500000
11.083850	5.843518	0.557550	0.500000
11.872758	3.410919	0.563310	0.500000
5.227023	10.693182	0.507730	0.500000
3.810649	0.283822	0.584874	0.500000
0.878201	10.215018	0.557102	0.500000
2.840017	1.498026	0.510506	0.500000
1.100841	3.423044	0.564530	0.500000
4.510448	1.408796	0.538870	0.500000
10.970819	3.849660	0.589436	0.500000
6.018553	9.065509	0.548136	0.500000
5.725572	7.574122	0.545492	0.500000
8.923681	7.382215	0.506952	0.500000
7.865862	7.218427	0.579751	0.500000
10.496498	0.268234	0.578612	0.500000
0.616317	5.476873	0.544332	0.500000
5.776809	2.725371	0.555371	0.500000
7.940216	5.197447	0.549123	0.500000
6.814120	8.413188	0.518616	0.500000
2.160553	12.011548	0.574193	0.500000
10.783013	2.849863	0.546475	0.500000
8.897561	4.678723	0.518143	0.500000
2.282222	8.265976	0.589190	0.500000
10.682663	6.828723	0.588770	0.500000
7.342435	4.345784	0.559305	0.500000
10.796234	11.550216	0.562919	0.500000
9.206009	1.745244	0.539118	0.500000
9.939668	4.154515	0.524295	0.500000
0.141943	4.125388	0.521882	0.500000
0.419259	12.451258	0.560096	0.500000
3.759678	2.954766	0.594216	0.500000
8.085100	3.443229	0.558826	0.500000
2.791352	3.409385	0.546433	0.500000
6.807728	3.266385	0.592786	0.500000
10.183948	1.961047	0.556912	0.500000
5.060962	6.799523	0.513189	0.500000
12.480256	8.886100	0.569905	0.500000
6.653687	7.027329	0.559572	0.500000
0.563364	1.974210	0.517425	0.500000
3.782868	6.999590	0.538955	0.500000
9.433006	8.304952	0.580939	0.500000
1.233973	8.862157	0.541478	0.500000
12.071694	1.944715	0.559202	0.500000
4.621944	5.769466	0.504184	0.500000
3.496971	9.700149	0.571730	0.500000
1.027223	11.211932	0.572631	0.500000
2.135113	4.860797	0.560578	0.500000
5.173348	0.483083	0.563821	0.500000
0.671565	7.606159	0.559508	0.500000
6.594701	0.204853	0.548514	0.500000
5.212442	11.704573	0.587575	0.500000
11.103797	1.081676	0.591558	0.500000
